id,name
064501000,BACOLOD CITY (Capital)
064502000,BAGO CITY
064504000,CADIZ CITY
064509000,CITY OF ESCALANTE
064510000,CITY OF HIMAMAYLAN
064515000,CITY OF KABANKALAN
064516000,LA CARLOTA CITY
064523000,SAGAY CITY
064524000,SAN CARLOS CITY
064526000,SILAY CITY
064527000,CITY OF SIPALAY
064528000,CITY OF TALISAY
064531000,CITY OF VICTORIAS
